Ціна оренди (грн),Ціна оренда (usd),Місто,Район,Мікрорайон,Метро,Вулиця,Номер будинку,Назва ЖК,Загальна площа,Житлова площа,Площа кухні,Поверх,Всього поверхів,Кімнат,Тип стін,Кількість фото,Студія,Спальні місця,Широта,Довгота,Дата,Посилання,Опис,Спокійний район,Тихий двір,Поруч з парком,Новий ремонт,У центрі,Можна з тваринами,Поруч з метро,Кухня-студія,Територія охороняється,Гарний краєвид,Престижний район,Тип пропозиції,Комуналка взимку,Комуналка влітку,Рік побудови,Тварини (опис),Комісія,Тип стіни (опис),Опалення,Підігрів води,Приміщення,Зручності,Розташування,Планування,Ліфт,Агенство
20 675,500,Харків,Шевченківський,Центр,Майдан Конституції,вул. Кооперативна,13/2,,170.0,,30.0,5,5,4,цегла,8,0,,49.9874603,36.2346071,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-kooperativnaya-ulitsa-31585771.html,"Здам 4 кімнатну двох - рівневу квартиру, вул. Кооперативна, Центр.  
Квартира з сучасним ремонтом та необхідною технікою для проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-654",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
4 500,109,Харків,Шевченківський,,23 Серпня,вул. Двадцять Третього Серпня,5,,32.0,,6.0,3,9,1,цегла,10,0,,50.03017495,36.20729466,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-dvadtsat-tretego-avgusta-ulitsa-31590715.html,"Здам 1 кімнатну квартиру, вул. 23 Серпня, Шевченківський район.  
Квартира з хорошим ремонтом та необхідною технікою для проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-453",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
3 000,73,Харків,Салтівський,,Академіка Павлова,пров. Шевченківський,38,,20.0,,6.0,2,12,1,цегла,10,0,,50.01174966,36.30396458,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-shevchenkovskiy-pereulok-31585769.html,"Здам 1 кімнатну квартиру, Шевченківський провулок 38, Салтівка, Воробйові гори.  
Квартира з євроремонтом та всією необхідною технікою, до метро Академіка Павлова 10 хвилин пішки.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-638",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
8 000,193,Харків,Салтівський,,,вул. Академіка Барабашова,10А,,34.0,,9.0,9,9,1,цегла,8,0,,50.0126121,36.30436921,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-akademika-barabashova-ulitsa-31590207.html,"Здається 1 кімнатна квартира, вул. Академіка Барабашова 10А  
Простора квартира з євро ремонтом ЖК «Птичка» для комфортного проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-632",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
10 000,242,Харків,Слобідський,,Спортивна,просп. Аерокосмічний(Гагаріна),42/1,,47.0,,10.0,8,12,1,цегла,8,0,,,,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-gagarina-prospekt-31819272.html,"Здам 1 кімнатну квартиру, Слобідський, проспект Гагагріна 42/1, м. Метробудівників 10 хв.  
Квартира з ремонтом і укомплектована для комфортного проживання.  
Додатково сплачуюються комунальні платежі.  
Об'єкт  111-884-390",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
6 500,157,Харків,Салтівський,,Академіка Павлова,вул. Академіка Павлова,283,,26.0,,5.0,4,5,1,цегла,10,1,,50.01258041,36.3222697,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-akademika-barabashova-ulitsa-31612766.html,"Здам 1 кімнатну квартира- студія , вул. Академіка Павлова 283, Салтівка, 5 хв до м. Академіка Павлова.  
Простора світла квартира ЖК 'Дом Академика' з сучасним ремонтом та необхідною технікою для проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-879-755",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
10 000,242,Харків,Шевченківський,Центр,Наукова,вул. Трінклера,24,,55.0,,10.0,2,5,2,цегла,16,1,,50.01235114,36.24048817,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-trinklera-ulitsa-31594344.html,"Здається 2 кімнатна квартира- студія, вул. Тринклера 24, Центр, м. Наукова 
Простора квартира з сучасним ремонтом та необхідною технікою для проживання. 
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-392",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
4 500,109,Харків,Шевченківський,,23 Серпня,просп. Науки,55,,33.0,,12.0,3,5,1,цегла,6,0,,50.04180231,36.21646102,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-lenina-prospekt-31823610.html,"Здається 1 кімнатна квартира, проспект Науки, Шевченківський район.  
Квартира з необхідною технікою для проживання, 5 хв пішки до метро 23 Серпня.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-393",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
8 000,193,Харків,Салтівський,,,вул. Гвардійців-Широнінців,30,,47.0,,12.0,10,16,2,цегла,10,0,,50.00539923,36.33318731,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-gvardeytsev-shironintsev-ulitsa-31594348.html,"Здається 2 кімнатна квартира, вул. Гвардейцев-Широнинцев 30, Салтівка, 605 мкр. 
Простора квартира з сучасним ремонтом та необхідною технікою.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-884-404",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
4 500,109,Харків,Салтівський,,Героїв праці,вул. Героїв Праці,28А,,42.0,,6.0,6,9,2,цегла,7,0,,50.022234,36.337788,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-geroev-truda-ulitsa-31611844.html,"Здається 2 кімнатна квартира, вул. Героїв Праці 28 А.  
Район Салтівка, 608 мкр, м. Героїв Праці.  
Комунальні послуги сплачуються додатково. 
Об'єкт  111-879-881",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
9 000,218,Харків,Шевченківський,,Наукова,вул. Космічна,21,,80.0,,10.0,9,9,2,цегла,9,0,,50.01497214,36.22011558,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-kosmicheskaya-ulitsa-31612767.html,"Здам 2 кімнатну квартиру, вул. Космічна 21, Шевченківський район, 5 хв до м. Наукова.  
Простора квартира з хорошим ремонтом та необхідною технікою для проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-879-762",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
28 945,700,Харків,Шевченківський,Центр,,вул. Чернишевська,53,,80.0,,,2,9,2,цегла,6,0,,50.00462605,36.23980679,2024-08-08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-chernyshevskaya-ulitsa-31543502.html,"Здаю 2 кімнатну квартиру, вул. Чернишевська 53, Центр.  
Квартира з сучасним ремонтом та необхідною технікою для проживання.  
Комунальні послуги сплачуються додатково.  
Об'єкт  111-879-145",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,,EstatyQ
